season,episode,title,airdate,runtime,rating,character,sentence
1,1,"To You, in 2000 Years - The Fall of Shiganshina (1)",2013-04-07,25,8.4,Eren Yeager,Don't go yellin' like that.
1,1,"To You, in 2000 Years - The Fall of Shiganshina (1)",2013-04-07,25,8.4,Hannes,"You've got spunk, doctor's son! If they do bust down the walls, we'll take care of business, don't you worry."
1,1,"To You, in 2000 Years - The Fall of Shiganshina (1)",2013-04-07,25,8.4,Hannes,But that ain't happened once in the last one hundred years.
1,1,"To You, in 2000 Years - The Fall of Shiganshina (1)",2013-04-07,25,8.4,Unknown,"Still, my dad says there's nothing more dangerous than being complacent like that! Dr."
1,1,"To You, in 2000 Years - The Fall of Shiganshina (1)",2013-04-07,25,8.4,Eren Yeager,"Jaeger, huh? Yeah, he's got a point."
1,1,"To You, in 2000 Years - The Fall of Shiganshina (1)",2013-04-07,25,8.4,Hannes,He once saved this town from an epidemic.
1,1,"To You, in 2000 Years - The Fall of Shiganshina (1)",2013-04-07,25,8.4,Hannes,I can't argue with him.
1,1,"To You, in 2000 Years - The Fall of Shiganshina (1)",2013-04-07,25,8.4,Hannes,"Still, they're another story altogether."
1,1,"To You, in 2000 Years - The Fall of Shiganshina (1)",2013-04-07,25,8.4,Hannes,"When you're a soldier, you get to see those things roaming around outside while you're on wall reinforcement duty and stuff."
1,1,"To You, in 2000 Years - The Fall of Shiganshina (1)",2013-04-07,25,8.4,Hannes,"These walls are fifty meters tall, though."
1,1,"To You, in 2000 Years - The Fall of Shiganshina (1)",2013-04-07,25,8.4,Hannes,I can't see 'em getting through.
1,1,"To You, in 2000 Years - The Fall of Shiganshina (1)",2013-04-07,25,8.4,Hannes,"Then you're not actually prepared to fight them at all?! Nope! Wh-What?! Then drop the ""Garrison Regiment"" name for ""Wall Construction Squad"" instead! Not a bad idea! But you gotta understand, Eren."
1,1,"To You, in 2000 Years - The Fall of Shiganshina (1)",2013-04-07,25,8.4,Eren Yeager,"If a soldier's doing his job, things have seriously gone to hell."
1,1,"To You, in 2000 Years - The Fall of Shiganshina (1)",2013-04-07,25,8.4,Hannes,It's better when everyone's calling us useless freeloaders; it means peaceful times for us all.
1,1,"To You, in 2000 Years - The Fall of Shiganshina (1)",2013-04-07,25,8.4,Hannes,"Sure, we can stay inside the walls our entire lives and do nothing but eat and sleep! But that basically That basically makes us cattle! Man, you're one plucky kid, all right! For someone who's totally helpless! Right, Hannes?! Huh? Y-Yeah."
1,1,"To You, in 2000 Years - The Fall of Shiganshina (1)",2013-04-07,25,8.4,Eren Yeager,Hey! Eren! What a weirdo! Wait Don't tell me he wants to join the Scout Regiment? Eren.
1,1,"To You, in 2000 Years - The Fall of Shiganshina (1)",2013-04-07,25,8.4,Unknown,I'd forget about the Scout Regiment if I were you.
1,1,"To You, in 2000 Years - The Fall of Shiganshina (1)",2013-04-07,25,8.4,Hannes,What?! You think the Scout Regiment is a joke too?! It's not about what I think.
1,1,"To You, in 2000 Years - The Fall of Shiganshina (1)",2013-04-07,25,8.4,Eren Yeager,"The Scout Regiment is back! They're gonna open the front gate! Let's go see the heroes return, Mikasa! Ohm! Damn! I can't see! They're the only ones who made it back? Everyone else must've gotten eaten."
1,1,"To You, in 2000 Years - The Fall of Shiganshina (1)",2013-04-07,25,8.4,Crowd,This is what they get for going outside the walls.
1,1,"To You, in 2000 Years - The Fall of Shiganshina (1)",2013-04-07,25,8.4,Unknown,Moses! Moses! Excuse me I don't see my son Moses anywhere Do you know where he is? This is Moses' mother.
1,1,"To You, in 2000 Years - The Fall of Shiganshina (1)",2013-04-07,25,8.4,Keith Shadis,Go get it.
1,1,"To You, in 2000 Years - The Fall of Shiganshina (1)",2013-04-07,25,8.4,Unknown,It's all we could retrieve.
1,1,"To You, in 2000 Years - The Fall of Shiganshina (1)",2013-04-07,25,8.4,Keith Shadis,"But my son He was helpful, yes? Even if he didn't achieve direct greatness surely my son's death helped humanity fight back, yes?! Of course! No On this latest scouting mission, we No Just like all the other missions we achieved nothing at all! My incompetence has done nothing but needlessly send soldiers to their deaths! We haven't found out anything about them! Talk about gruesome."
1,1,"To You, in 2000 Years - The Fall of Shiganshina (1)",2013-04-07,25,8.4,Unknown,You can say that again.
1,1,"To You, in 2000 Years - The Fall of Shiganshina (1)",2013-04-07,25,8.4,Unknown,Our taxes are basically going to feeding and fattening those things up now.
1,1,"To You, in 2000 Years - The Fall of Shiganshina (1)",2013-04-07,25,8.4,Eren Yeager,"What the hell, you little punk?! H-Hey! What are you doing, Mikasa?! Hey! Get back here, you! Mikasa! Enough already! What's the big idea?! Now the firewood's all over the place! Eren."
1,1,"To You, in 2000 Years - The Fall of Shiganshina (1)",2013-04-07,25,8.4,Mikasa Ackerman,Have you changed your mind about joining the Scout Regiment? Help pick this up.
1,1,"To You, in 2000 Years - The Fall of Shiganshina (1)",2013-04-07,25,8.4,Eren Yeager,It's not that bad of a mess.
1,1,"To You, in 2000 Years - The Fall of Shiganshina (1)",2013-04-07,25,8.4,Eren Yeager,We're home.
1,1,"To You, in 2000 Years - The Fall of Shiganshina (1)",2013-04-07,25,8.4,Carla Yeager,Welcome back.
1,1,"To You, in 2000 Years - The Fall of Shiganshina (1)",2013-04-07,25,8.4,Carla Yeager,"Wow, Eren! You actually worked hard! Yeah What do you want? Your ear's red."
1,1,"To You, in 2000 Years - The Fall of Shiganshina (1)",2013-04-07,25,8.4,Carla Yeager,That shows that you're lying.
1,1,"To You, in 2000 Years - The Fall of Shiganshina (1)",2013-04-07,25,8.4,Eren Yeager,"You had Mikasa help you, didn't you? Oh? You're leaving, Dad? Is it for work? Yes."
1,1,"To You, in 2000 Years - The Fall of Shiganshina (1)",2013-04-07,25,8.4,Grisha Yeager,Some checkups in the interior.
1,1,"To You, in 2000 Years - The Fall of Shiganshina (1)",2013-04-07,25,8.4,Grisha Yeager,It'll take a couple of days.
1,1,"To You, in 2000 Years - The Fall of Shiganshina (1)",2013-04-07,25,8.4,Mikasa Ackerman,Eren says he wants to join the Scout Regiment.
1,1,"To You, in 2000 Years - The Fall of Shiganshina (1)",2013-04-07,25,8.4,Carla Yeager,"M-Mikasa! I told you not to say anything! Eren! What are you thinking?! Do you have any idea how many people have died outside the walls?! - Y-Yeah, I know! - Then! Eren."
1,1,"To You, in 2000 Years - The Fall of Shiganshina (1)",2013-04-07,25,8.4,Eren Yeager,"Why do you want to go out there? I want to know what the outside world is like! I don't want to live my entire life in ignorance inside the walls! Plus If no one else is willing to take their place, then the lives of all who've died will be for nothing! I see."
1,1,"To You, in 2000 Years - The Fall of Shiganshina (1)",2013-04-07,25,8.4,Grisha Yeager,My boat's about to leave.
1,1,"To You, in 2000 Years - The Fall of Shiganshina (1)",2013-04-07,25,8.4,Grisha Yeager,I better get going.
1,1,"To You, in 2000 Years - The Fall of Shiganshina (1)",2013-04-07,25,8.4,Carla Yeager,"Hold on, dear! Talk some sense into Eren! Carla."
1,1,"To You, in 2000 Years - The Fall of Shiganshina (1)",2013-04-07,25,8.4,Grisha Yeager,Words can't hold back human curiosity.
1,1,"To You, in 2000 Years - The Fall of Shiganshina (1)",2013-04-07,25,8.4,Grisha Yeager,Eren.
1,1,"To You, in 2000 Years - The Fall of Shiganshina (1)",2013-04-07,25,8.4,Grisha Yeager,"When I get back, I'll show you the basement that I've kept secret all this time."
1,1,"To You, in 2000 Years - The Fall of Shiganshina (1)",2013-04-07,25,8.4,Carla Yeager,R-Really?! Take care! Just forget it.
1,1,"To You, in 2000 Years - The Fall of Shiganshina (1)",2013-04-07,25,8.4,Eren Yeager,"Joining the Scout Regiment is a stupid idea! Huh?! Stupid?! People who don't mind living like livestock are the stupid ones, if you ask me! Eren! Mikasa."
1,1,"To You, in 2000 Years - The Fall of Shiganshina (1)",2013-04-07,25,8.4,Carla Yeager,He gets himself into trouble so easily.
1,1,"To You, in 2000 Years - The Fall of Shiganshina (1)",2013-04-07,25,8.4,Carla Yeager,"If anything ever happens, you need to be there for each other! Mm."
1,1,"To You, in 2000 Years - The Fall of Shiganshina (1)",2013-04-07,25,8.4,Armin Arlert,"What's the matter, heretic?! If you don't like it, let's see you hit back! Y-Yeah, right! That would be stooping to your level! Say what?! You know I'm right! That's why you have to resort to violence! Because you can't argue back! Which means you concede defeat to me, does it not?! Shut up, smart-ass! Stop that! It's Eren! - That Idiot's back for more?! - Does he want his ass kicked?! We'll tear you a new one! M-Mikasa's with him! S-Screw this! Let's get outta here! One look at me and they ran off! No, it was Mikasa they saw Oww! Hey! You Okay."
1,1,"To You, in 2000 Years - The Fall of Shiganshina (1)",2013-04-07,25,8.4,Eren Yeager,Armin?! I can get up on my own Oh.
1,1,"To You, in 2000 Years - The Fall of Shiganshina (1)",2013-04-07,25,8.4,Armin Arlert,I said humanity needs to venture into the outside world at some point and then they beat me up and called me a heretic.
1,1,"To You, in 2000 Years - The Fall of Shiganshina (1)",2013-04-07,25,8.4,Eren Yeager,"Damn Why does everyone look down on people just for wanting to go outside?! Well, because we've had a hundred years of peace by staying inside the walls."
1,1,"To You, in 2000 Years - The Fall of Shiganshina (1)",2013-04-07,25,8.4,Mikasa Ackerman,They're worried that going outside carelessly will invite them inside the walls.
1,1,"To You, in 2000 Years - The Fall of Shiganshina (1)",2013-04-07,25,8.4,Armin Arlert,The royal government's policies have made having any interest in the outside world a taboo.
1,1,"To You, in 2000 Years - The Fall of Shiganshina (1)",2013-04-07,25,8.4,Eren Yeager,It's our lives! We can risk 'em if we want! Absolutely not.
1,1,"To You, in 2000 Years - The Fall of Shiganshina (1)",2013-04-07,25,8.4,Mikasa Ackerman,Forget about it.
1,1,"To You, in 2000 Years - The Fall of Shiganshina (1)",2013-04-07,25,8.4,Eren Yeager,"Which reminds me, I can't believe you told my parents! Huh? I never agreed to help."
1,1,"To You, in 2000 Years - The Fall of Shiganshina (1)",2013-04-07,25,8.4,Eren Yeager,"So, what did they say? They're less than pleased."
1,1,"To You, in 2000 Years - The Fall of Shiganshina (1)",2013-04-07,25,8.4,Eren Yeager,It figures.
1,1,"To You, in 2000 Years - The Fall of Shiganshina (1)",2013-04-07,25,8.4,Grisha Yeager,"Indeed, I think people are crazy if they think we'll be safe inside these walls forever."
1,1,"To You, in 2000 Years - The Fall of Shiganshina (1)",2013-04-07,25,8.4,Eren Yeager,"Mommy! Just because the walls haven't fallen for a hundred years doesn't guarantee that they won't fall today And yet Wh-What was that?! An explosion?! - That way! - Did something fall?! I'm not really sure Hey, Armin! What is it?! What do you see?! It can't be! Th-That wall is fifty meters high! It's one of them A Titan! L-it opened a hole in the wall They're inside! The Titans have gotten inside! We need to run too! Eren! My house is in that direction! Mom! Mikasa! It's all over Countless Titans are going to overrun the city! It couldn't have hit our home! Just around this corner our house is standing there, like always! Mom! Mom! - Eren! - Mikasa! Grab that end! We gotta move this pillar! Hurry, Mikasa! I know! The Titans have gotten inside, haven't they? Eren! Take Mikasa and run away! Hurry! I want to! So hurry and get out of there! The debris has crushed my legs Even if I could get out, I wouldn't be able to run."
1,1,"To You, in 2000 Years - The Fall of Shiganshina (1)",2013-04-07,25,8.4,Carla Yeager,You understand what that means.
1,1,"To You, in 2000 Years - The Fall of Shiganshina (1)",2013-04-07,25,8.4,Carla Yeager,"I'll carry you, then! Why don't you ever listen to your mother?! You can at least do this one last thing! Mikasa! No No! If you don't go, all three of us will Hannes! Take the children and get out of here! Don't go underestimatin' me, Carla."
1,1,"To You, in 2000 Years - The Fall of Shiganshina (1)",2013-04-07,25,8.4,Hannes,"I'm gonna slaughter these Titans and save all three of ya! Wait! Don't fight them! Yeah, I could save those two for sure."
1,1,"To You, in 2000 Years - The Fall of Shiganshina (1)",2013-04-07,25,8.4,Hannes,But now I'm finally going to repay the favor I owe! Hey! Mr.
1,1,"To You, in 2000 Years - The Fall of Shiganshina (1)",2013-04-07,25,8.4,Narrator,"Hannes! What are you doing?! - Thank you - Hey! Mom's still! Eren! Mikasa! You have to survive! Don't go Stop! Humanity was suddenly reminded that day of the terror of being at their mercy of the humiliation of being trapped inside a cage Your dreams are where your heart is They're more fragile than life itself Over and over you cast them aside, only to find more Now, rest in peace Pounding impulses defile the things we wish for and the more we forget the more we remember again In this beautiful, cruel world all I can do is ask why we're still alive Oh, with our strength and our weakness what are we going to protect if there's no sense to anything anymore? Shiganshina falls."
1,1,"To You, in 2000 Years - The Fall of Shiganshina (1)",2013-04-07,25,8.4,Narrator,"Prayers, screams, and death are all that humanity is allowed."
1,1,"To You, in 2000 Years - The Fall of Shiganshina (1)",2013-04-07,25,8.4,Narrator,"Amid this, Eren alone swears revenge in his small heart."
1,2,That Day - The Fall of Shiganshina (2),2013-04-14,25,8.0,,"Over a century ago, beings that prey on humans suddenly appeared."
1,2,That Day - The Fall of Shiganshina (2),2013-04-14,25,8.0,,Their absolutely overwhelming strength quickly pushed humanity to the brink of extinction.
1,2,That Day - The Fall of Shiganshina (2),2013-04-14,25,8.0,,"The surviving humans constructed three walls: Maria, Rose, and Sina, which brought them a century of peace."
1,2,That Day - The Fall of Shiganshina (2),2013-04-14,25,8.0,,"However Unknown are the names of the flowers that have been trampled Birds have fallen to the earth and long for the wind Prayers won't solve anything Only the will to fight can change the here and now! O pigs who laugh at the resolve to walk over corpses to move forward Livestock complacency? False prosperity? Give us the freedom of dying, starving wolves! The humiliation of being caged is what triggers us to fight back We hunters slaughter prey beyond the castle walls, consumed with surging bloodlust, as our crimson bows and arrows pierce scarlet holes into the twilight Till that time I had been a wretched soul, and wholly giv'n to greed! Now, as thou see'st, I'm punished for it here! What avarice doth is here made manifest, in this purgation of converted souls! Nor hath this Mount a penalty more bitter! Stop! Let me go! O Avarice! Thou hast to thyself so drawn my race, that ev'n for its own flesh it careth not! What more canst thou do with us?! O Avarice! Thou hast to thyself Eren! What are you doing?! We were so close to saving Mom! Why couldn't you mind your own business?! - We were so close to saving her! - Knock it off, dammit! Eren! Eren."
1,2,That Day - The Fall of Shiganshina (2),2013-04-14,25,8.0,,You couldn't save your mother because you lacked the strength.
1,2,That Day - The Fall of Shiganshina (2),2013-04-14,25,8.0,,And I I couldn't stand up to the Titan because I lacked the courage! I'm sorry.
1,2,That Day - The Fall of Shiganshina (2),2013-04-14,25,8.0,,It's happened again Hurry! To the inner gate! Escape aboard the boats there! Hurry! Before you get eaten! City districts like Shiganshina that stick out in vital spots along the wall serve to attract the Titans and streamline security costs and troop numbers.
1,2,That Day - The Fall of Shiganshina (2),2013-04-14,25,8.0,,"Performing true to its role as a Titan target, Shiganshina had but one inner gate through which its citizens could flee."
1,2,That Day - The Fall of Shiganshina (2),2013-04-14,25,8.0,,"Discard your belongings! Let as many people on as possible! Sit, Armin."
1,2,That Day - The Fall of Shiganshina (2),2013-04-14,25,8.0,,But Eren and Mikasa still aren't here.
1,2,That Day - The Fall of Shiganshina (2),2013-04-14,25,8.0,,There they are! Eren? Just let him be for now.
1,2,That Day - The Fall of Shiganshina (2),2013-04-14,25,8.0,,The poor thing.
1,2,That Day - The Fall of Shiganshina (2),2013-04-14,25,8.0,,"How very traumatized he must be Huh? What are you dawdling for?! Hurry the hell up! Get those cannons loaded! Hurry! They're closing in! This can't be for real! Please, God Please, God Please, God Hey! Hey! What are you doing?! It's at full capacity! It has to leave! No! Please! At least let our children on! I'm sorry, but we can't! Get going! - Let us on! - Let us on! You idiot! What are you aiming at?! B-But, Sir, these aren't accurate enough to aim with! I don't give a crap! Get 'em reloaded at once! It's no use! The gate's closing! Retreat! We're gonna get left behind! Hey! Don't shut it! Hold on a little longer! There are still lots of people in there! If the Titans get through, the town being overrun will be the least of our worries! All of humankind will be forced to withdraw behind the next wall! But that's no reason to leave these people to die! Shut it! Hurry! The Titans are coming! Close the gate at once! Stop! Hey! What the? It's! Fire! - What?! - No effect?! It's! It's coming! Retreat! A Titan's coming! It's charging this way! Hurry! Shut the gate! The gate Within hours of the fall of Shiganshina on the south side of Wall Maria, news of the incident had reached every city inside human territory."
1,2,That Day - The Fall of Shiganshina (2),2013-04-14,25,8.0,,"Is it true the Titans have overrun Shiganshina?! I can't believe this! The walls have held strong for a century! Why now?! Whether we believe it or not, the fact is that refugees have fled here by boat! Reports say there are five hundred on board."
1,2,That Day - The Fall of Shiganshina (2),2013-04-14,25,8.0,,"The question is if Shiganshina is all that was affected But, surely they couldn't have gotten through Wall Maria as well? In any event, we must contact the central government and request instructions."
1,2,That Day - The Fall of Shiganshina (2),2013-04-14,25,8.0,,This crisis is far too much for us to handle on our own.
1,2,That Day - The Fall of Shiganshina (2),2013-04-14,25,8.0,,I'm sorry to interrupt! A courier horse has just arrived! Titans have breached Wall Maria and entered its interior! It's over It's all over The Titans are going to devour humanity again This is the end? I'll never see that house ever again Why?! Why'd I argue for no reason like that?! Why was that all I could do?! And now Mom's gone! She's never coming back! Why?! Because you lacked the strength.
1,2,That Day - The Fall of Shiganshina (2),2013-04-14,25,8.0,,It's because I'm weak Because humans are weak ls crying the only thing the weak can do?! I'm going to Eren.
1,2,That Day - The Fall of Shiganshina (2),2013-04-14,25,8.0,,"What's gotten into you, Eren? Eren drive them out! I'm going to drive out every last one from this world! Eren The same year, the central government made the decision to withdraw all of humanity's domain behind Wall Rose."
1,2,That Day - The Fall of Shiganshina (2),2013-04-14,25,8.0,,"An estimated 10,000 people were eaten by Titans during this time."
1,2,That Day - The Fall of Shiganshina (2),2013-04-14,25,8.0,,"Eren Carla Mikasa Please be all right! Eren! Eren! Eren! Eren! Dad! Stop, Dad! What are you trying to do?! Just give me your arm! No! Mom's death has made you go crazy! Eren! Let go, Dad! It's for your own sake! What are you talking about?! Listen! Don't forget the key! You must reach it! Until you learn the truth someday! Eren."
1,2,That Day - The Fall of Shiganshina (2),2013-04-14,25,8.0,,Are you okay? You were having a nightmare.
1,2,That Day - The Fall of Shiganshina (2),2013-04-14,25,8.0,,I feel like I just saw Dad No.
1,2,That Day - The Fall of Shiganshina (2),2013-04-14,25,8.0,,You were dreaming.
1,2,That Day - The Fall of Shiganshina (2),2013-04-14,25,8.0,,Oh Let's go.
1,2,That Day - The Fall of Shiganshina (2),2013-04-14,25,8.0,,They said they're going to hand out food.
1,2,That Day - The Fall of Shiganshina (2),2013-04-14,25,8.0,,Apparently this was their food storehouse.
1,2,That Day - The Fall of Shiganshina (2),2013-04-14,25,8.0,,They've gathered all the boat refugees here.
1,2,That Day - The Fall of Shiganshina (2),2013-04-14,25,8.0,,"- Hey! Get in line, will ya?! - Shut up! I ain't eaten anything since last night! We can't say we've survived just yet."
1,2,That Day - The Fall of Shiganshina (2),2013-04-14,25,8.0,,Eren! Mikasa! Armin Here! Just in time! My grandpa got us some by saying it was for children! Thank you.
1,2,That Day - The Fall of Shiganshina (2),2013-04-14,25,8.0,,What's his problem? You can't blame him.
1,2,That Day - The Fall of Shiganshina (2),2013-04-14,25,8.0,,There's probably not enough food to go around.
1,2,That Day - The Fall of Shiganshina (2),2013-04-14,25,8.0,,And that's an entire day's worth.
1,2,That Day - The Fall of Shiganshina (2),2013-04-14,25,8.0,,There are just too many refugees.
1,2,That Day - The Fall of Shiganshina (2),2013-04-14,25,8.0,,"There was already a food shortage going on, plus the people here aren't treated as well as citizens on the outer wall."
1,2,That Day - The Fall of Shiganshina (2),2013-04-14,25,8.0,,"- This is mine! - Shut up! Why should we hafta give our food to some lousy outsiders? If the Titans got through the wall, they could've at least eaten some more people, if you ask me! Eren! This is just gonna make the food shortage even worse."
1,2,That Day - The Fall of Shiganshina (2),2013-04-14,25,8.0,,"Oww! What the hell?! You damn kid! You don't know what it's like! You've never even seen it! You've never seen what the Titans do to people! Shut up! I apologize! He's just hungry and irritable! That's why he so rudely lashed out at an adult I'm very sorry! Man It's 'cause of us that you guys aren't starving to death, you know! Even you kids oughta be thankful to us! Of course! Damn I refuse to let them take care of me."
1,2,That Day - The Fall of Shiganshina (2),2013-04-14,25,8.0,,I'm going back.
1,2,That Day - The Fall of Shiganshina (2),2013-04-14,25,8.0,,"To Wall Maria! I'm going to destroy every last Titan! Eren You're not being serious, are you? I'm serious! I'm not like those guys who do nothing but act tough inside the walls! I don't need this crap! Eren! You'll starve to death! Doesn't it bother you at all?! It's because we take everyone's charity that we can't beat the Titans! It's impossible! There is no beating them! All we can do is live inside the walls! If we try anything, we'll die! Just like my mom and dad! So you're just gonna grovel to them then?! That's not shameful to you?! There's There's nothing we can do for now! That's just an excuse! If you wanna live like livestock forever, go ahead! You wimp! Mikasa If Armin's a wimp, then so are we."
1,2,That Day - The Fall of Shiganshina (2),2013-04-14,25,8.0,,"Whether it was running from the Titans or fleeing the town, we didn't manage anything on our own."
1,2,That Day - The Fall of Shiganshina (2),2013-04-14,25,8.0,,We even had help finding food today.
1,2,That Day - The Fall of Shiganshina (2),2013-04-14,25,8.0,,There's no way such powerless people can defeat even a single one of those Titans.
1,2,That Day - The Fall of Shiganshina (2),2013-04-14,25,8.0,,Staying alive is what matters most.
1,2,That Day - The Fall of Shiganshina (2),2013-04-14,25,8.0,,Just like your mother said.
1,2,That Day - The Fall of Shiganshina (2),2013-04-14,25,8.0,,Mikasa! You have to eat and stay alive.
1,2,That Day - The Fall of Shiganshina (2),2013-04-14,25,8.0,,I won't let you starve to death.
1,2,That Day - The Fall of Shiganshina (2),2013-04-14,25,8.0,,"Several days later, the throngs of refugees were tasked with cultivating the wastelands to secure food."
1,2,That Day - The Fall of Shiganshina (2),2013-04-14,25,8.0,,"However, a food shortage was unavoidable."
1,2,That Day - The Fall of Shiganshina (2),2013-04-14,25,8.0,,"So, in the following year of 846, the central government sent a multitude of refugees on a mission in the name of retaking Wall Maria."
1,2,That Day - The Fall of Shiganshina (2),2013-04-14,25,8.0,,"Of the 250,000 sent nearly 20% of the population not even 200 survived."
1,2,That Day - The Fall of Shiganshina (2),2013-04-14,25,8.0,,"Although it wasn't much, their sacrifices did improve the food shortage situation for the rest of the population."
1,2,That Day - The Fall of Shiganshina (2),2013-04-14,25,8.0,,It's all the Titans' fault.
1,2,That Day - The Fall of Shiganshina (2),2013-04-14,25,8.0,,"If we could just subdue them, our place in the world could be ours again."
1,2,That Day - The Fall of Shiganshina (2),2013-04-14,25,8.0,,Armin.
1,2,That Day - The Fall of Shiganshina (2),2013-04-14,25,8.0,,I'm going to apply for the Cadets next year.
1,2,That Day - The Fall of Shiganshina (2),2013-04-14,25,8.0,,"I'm going to gain the strength to fight the Titans! Me too Armin?! Me too! I will, too."
1,2,That Day - The Fall of Shiganshina (2),2013-04-14,25,8.0,,Mikasa! You don't need to! You said yourself staying alive is what's important! Yes.
1,2,That Day - The Fall of Shiganshina (2),2013-04-14,25,8.0,,That's why I'm doing it; so you won't die.
1,2,That Day - The Fall of Shiganshina (2),2013-04-14,25,8.0,,All right.
1,2,That Day - The Fall of Shiganshina (2),2013-04-14,25,8.0,,"The three of us, then."
1,2,That Day - The Fall of Shiganshina (2),2013-04-14,25,8.0,,"The 104th Cadet Corps Class entrance ceremony will now begin! You have the misfortune of having me, Keith Sadies, as your commandant! I do not welcome you warmly! In your current state, you'd be nothing but food for the Titans! You're mere livestock! You're less than livestock! Over the next three years, we're going to train you worthless nothings and teach you how to fight Titans! Three years from now, when you come face-to-face with the Titans, will you still be fodder for them?! Will you serve as an honorable barrier that protects the king?! Or will you be a glorious soldier for humanity that drives the Titans out! It's up to you to decide! Yes."
1,2,That Day - The Fall of Shiganshina (2),2013-04-14,25,8.0,,I'll be one.
1,2,That Day - The Fall of Shiganshina (2),2013-04-14,25,8.0,,"I'll drive out every last Titan! Your dreams are where your heart is They're more fragile than life itself Over and over you cast them aside, only to find more Now, rest in peace Pounding impulses defile the things we wish for and the more we forget the more we remember again In this beautiful, cruel world all I can do is ask why we're still alive Oh, with our strength- and our weakness what are we going to protect if there's no sense to anything anymore? He fails as a soldier."
1,2,That Day - The Fall of Shiganshina (2),2013-04-14,25,8.0,,"Eren joins the Cadets, vowing revenge against the Titans, but his failure at basic training comes as a harsh reality."
1,3,A Dim Light Amid Despair - Humanity's Comeback (1),2013-04-21,25,7.8,,"Unknown are the names of the flowers that have been trampled Birds have fallen to the earth and long for the wind Prayers won't solve anything Only the will to fight can change the here and now! O pigs who laugh at the resolve to walk over corpses to move forward Livestock complacency? False prosperity? Give us the freedom of dying, starving wolves! The humiliation of being caged is what triggers us to fight back We hunters slaughter prey beyond the castle walls, consumed with surging bloodlust, as our crimson bows and arrows pierce scarlet holes into the twilight Hey, you! Sir! Who the hell are you?! Armin Arlelt, from Shiganshina District! I see! That's a ridiculous name! Did your parents give it to you?! My grandfather did, Sir! Arlelt! Why are you here?! To help humanity achieve victory! That's wonderful to hear! We can feed you to the Titans! Third row, about face! Who the hell are you?! Sir! Thomas Wagner, from Trost District! I can't hear you! - Thomas Wagner - Can't hear you! - Look at them go."
1,3,A Dim Light Amid Despair - Humanity's Comeback (1),2013-04-21,25,7.8,,"- Go practice in a barn! You went through the same thing when you started as a cadet, didn't you? It takes me back."
1,3,A Dim Light Amid Despair - Humanity's Comeback (1),2013-04-21,25,7.8,,"No! You're from a pigsty! You're less than livestock! Yes, Sir! I am less than livestock! - No! - But what's all that intimidation for? It's a rite of passage."
