character,season,episode,title,airdate,n_lines,md_F1_mean,md_F2_mean,inout_F1_mean,ep_order,season_f
Armin Arlert,1,7,Small Blade - The Struggle for Trost (3),2013-05-19,6,-0.2330210729482976,-0.19186268390457775,0.04472178687456793,15,Season 1
Armin Arlert,1,8,I Can Hear His Heartbeat - The Struggle for Trost (4),2013-05-26,12,-0.23284540703239814,0.016771937033155868,-0.7032852603333042,16,Season 1
Armin Arlert,1,10,Response - The Struggle for Trost (6),2013-06-09,13,0.21401296928493932,0.22425087159852714,0.14456916939882908,17,Season 1
Armin Arlert,1,11,Idol - The Struggle for Trost (7),2013-06-16,7,-0.2317684603867758,0.5259034797023838,-0.08802756762485478,18,Season 1
Armin Arlert,1,12,Wound - The Struggle for Trost (8),2013-06-23,3,-0.23204898903716173,0.40568390423514783,0.2389614043348981,19,Season 1
Armin Arlert,1,14,Can't Look Into His Eyes - Eve of the Counterattack (1),2013-07-14,2,-0.23314462087851973,0.04558293962054147,-0.33029815342328567,20,Season 1
Armin Arlert,1,16,What Needs to Be Done Now - Eve of the Counterattack (3),2013-07-28,6,0.09016761950201542,0.5811246665521672,-0.3320247016764409,2,Season 1
Armin Arlert,1,17,Female Titan - The 57th Exterior Scouting Mission (1),2013-08-04,23,-0.14897279297053465,-0.2606360363516541,-0.45143086277100847,21,Season 1
Armin Arlert,1,18,Forest of Giant Trees - The 57th Exterior Scouting Mission (2),2013-08-11,7,-0.2328199444528762,-0.20848740642935132,-0.7300034230923084,22,Season 1
Armin Arlert,1,20,Erwin Smith - The 57th Exterior Scouting Mission (4),2013-08-25,9,-0.2322831479196462,0.02530909997085668,0.10452407553683563,23,Season 1
Armin Arlert,1,21,Crushing Blow - The 57th Exterior Scouting Mission (5),2013-09-01,8,0.008824538888100912,-0.22943268503314684,-0.05124301603943321,24,Season 1
Armin Arlert,1,22,The Defeated - The 57th Exterior Scouting Mission (6),2013-09-08,1,-0.23310192992892553,-0.3328491962516242,-0.8936648636093687,25,Season 1
Armin Arlert,1,23,Smile - Assault on Stohess (1),2013-09-15,15,0.41182440126942155,0.011042353220793515,0.2285385762865072,3,Season 1
Armin Arlert,1,24,Mercy - Assault on Stohess (2),2013-09-22,13,-0.23254189109842913,-0.1630681522160161,-0.11357139371546134,26,Season 1
Armin Arlert,1,25,Wall: Raid on Stohess District (3),2013-09-29,3,-0.23310192992892553,-0.3328491962516242,-0.14647077425643648,27,Season 1
Armin Arlert,2,1,Beast Titan,2017-04-01,1,-0.23310192992892553,-0.3328491962516242,1.3558404529064516,28,Season 2
Armin Arlert,2,2,I'm Home,2017-04-08,1,-0.23310192992892553,-0.3328491962516242,-0.8936648636093687,29,Season 2
Armin Arlert,2,5,Historia,2017-04-29,1,-0.23310192992892553,-0.3328491962516242,-0.8936648636093687,30,Season 2
Armin Arlert,2,6,Warrior,2017-05-06,8,-0.23300323501230827,-0.2893225698138287,-0.4724347421596728,31,Season 2
Armin Arlert,2,7,Close Combat,2017-05-13,6,-0.23278027586882813,-0.20388742796635279,-0.1397146525577581,4,Season 2
Armin Arlert,2,8,The Hunters,2017-05-20,9,-0.2329449601645854,-0.2915126932480149,-0.2689882311859303,32,Season 2
Armin Arlert,2,9,Opening,2017-05-27,1,-0.23310192992892553,-0.3328491962516242,0.23855536415791354,33,Season 2
Armin Arlert,2,11,Charge,2017-06-10,3,-0.23310192992892553,-0.3328491962516242,0.2301238879786886,34,Season 2
Armin Arlert,2,12,Scream,2017-06-17,1,-0.23310192992892553,-0.3328491962516242,-0.8936648636093687,35,Season 2
Armin Arlert,3,1,Smoke Signal,2018-07-22,1,1.702309820607286,0.49448289349619456,1.347917404449428,36,Season 3
Armin Arlert,3,2,Pain,2018-07-29,4,0.2505535812879216,-0.2644911301559393,-0.33326929659466953,37,Season 3
Armin Arlert,3,6,Sin,2018-08-26,3,-0.23310192992892553,-0.3328491962516242,-0.8910238474570275,38,Season 3
Armin Arlert,3,7,Wish,2018-09-02,2,-0.23310192992892553,-0.3328491962516242,0.23322213808062275,39,Season 3
Armin Arlert,3,8,Outside the Walls of Orvud District,2018-09-09,2,-0.23310192992892553,-0.3328491962516242,-0.8936648636093687,40,Season 3
Armin Arlert,3,9,Ruler of the Walls,2018-09-16,4,-0.23196171123716403,-0.11297841190507482,-0.6119815085163272,41,Season 3
Armin Arlert,3,11,Bystander,2018-10-07,7,-0.23305254459631616,0.11128935627004335,-0.41299895977535417,42,Season 3
Armin Arlert,3,12,Night of the Battle to Retake the Wall,2018-10-14,7,-0.23319551233006752,-0.24341372628937716,0.06666521683555734,43,Season 3
Armin Arlert,3,13,The Town Where Everything Began,2019-04-28,14,0.18161937113539361,-0.11688150993178494,-0.008526396061685116,44,Season 3
Armin Arlert,3,14,Thunder Spears,2019-05-05,11,-0.23293220998240824,0.011323080178473985,0.12991796868741654,45,Season 3
Armin Arlert,3,15,Descent,2019-05-12,4,-0.23310192992892553,-0.3328491962516242,-0.8936648636093687,46,Season 3
Armin Arlert,3,16,Perfect Game,2019-05-19,2,-0.23310192992892553,-0.3328491962516242,-0.8883316375320778,47,Season 3
Armin Arlert,3,17,Hero,2019-05-26,9,-0.23310192992892553,-0.3328491962516242,-0.5172396772816442,48,Season 3
Armin Arlert,3,19,The Basement,2019-06-09,7,-0.23323269763599966,-0.1291058983626756,0.3884150340088972,49,Season 3
Armin Arlert,3,20,That Day,2019-06-16,1,-0.23310192992892553,-0.3328491962516242,-0.8936648636093687,50,Season 3
Armin Arlert,3,21,The Attack Titan,2019-06-23,1,-0.23310192992892553,-0.3328491962516242,-0.8936648636093687,51,Season 3
Armin Arlert,3,22,Beyond the Wall,2019-06-30,3,-0.23310192992892553,-0.3328491962516242,-0.8936648636093687,52,Season 3
Armin Arlert,4,7,Assault,2021-01-24,1,-0.23310192992892553,-0.3328491962516242,0.22514550830577376,53,Season 4
Armin Arlert,4,9,Brave Volunteers,2021-02-07,11,-0.23257558692149344,-0.12182084814845279,0.025853550895373792,54,Season 4
Armin Arlert,4,14,Violence,2021-03-21,3,-0.23310192992892553,-0.3328491962516242,0.6016377829956818,55,Season 4
Armin Arlert,4,16,Heaven and Earth,2021-03-28,2,-0.2327070770945141,-0.05589928356908466,-0.8936648636093687,56,Season 4
Armin Arlert,4,17,Judgement,2022-01-09,2,-0.2317200547603991,0.4822103877402279,0.2318504362318437,57,Season 4
Armin Arlert,4,18,Sneak Attack,2022-01-16,3,-0.23165420937069267,0.5797904099863298,0.6057016947694105,58,Season 4
Armin Arlert,4,22,Thaw,2022-02-13,5,-0.23310192992892553,-0.3328491962516242,0.2275224228428808,59,Season 4
Armin Arlert,4,23,Sunset,2022-02-20,9,-0.23272149061792088,-0.03968980378649996,-0.7672870999952855,6,Season 4
Armin Arlert,4,24,Pride,2022-02-27,1,-0.23310192992892553,-0.3328491962516242,-0.8936648636093687,60,Season 4
Armin Arlert,4,25,Night of the End,2022-03-06,1,-0.23310192992892553,-0.3328491962516242,-0.8936648636093687,7,Season 4
Armin Arlert,4,26,Traitor,2022-03-13,3,0.41203532024981165,-0.05707183300235127,0.23185043623184365,8,Season 4
Bertholdt Hoover,1,3,A Dim Light Amid Despair - Humanity's Comeback (1),2013-04-21,2,-0.23310192992892553,-0.3328491962516242,-0.3342596776517975,12,Season 1
Bertholdt Hoover,2,4,Soldier,2017-04-22,1,-0.23310192992892553,-0.3328491962516242,-0.8936648636093687,61,Season 2
Bertholdt Hoover,2,5,Historia,2017-04-29,1,-0.23310192992892553,-0.3328491962516242,0.22514550830577376,30,Season 2
Bertholdt Hoover,2,6,Warrior,2017-05-06,3,-0.23203391282810926,0.6413544361260177,0.9777240175086053,31,Season 2
Bertholdt Hoover,2,9,Opening,2017-05-27,2,-0.23310192992892553,-0.3328491962516242,0.7872940979609031,33,Season 2
Bertholdt Hoover,2,10,Children,2017-06-03,1,-0.23310192992892553,-0.3328491962516242,-0.8936648636093687,62,Season 2
Bertholdt Hoover,2,11,Charge,2017-06-10,6,-0.23301369517437587,-0.1071734261096258,0.22986967411758769,34,Season 2
Bertholdt Hoover,2,12,Scream,2017-06-17,2,-0.23163537675683532,0.4347471703946113,0.7938454445691476,35,Season 2
Bertholdt Hoover,3,15,Descent,2019-05-12,8,-0.23298124641981777,0.30900543585272083,0.22964061839230585,46,Season 3
Bertholdt Hoover,3,17,Hero,2019-05-26,7,-0.23302826817856953,-0.09899169570395766,-0.4103433168308392,48,Season 3
Bertholdt Hoover,3,18,Midnight Sun,2019-06-02,2,-0.23231229742804504,0.11820722218209731,0.7938454445691476,63,Season 3
Bertholdt Hoover,4,3,The Door of Hope,2020-12-20,1,-0.23310192992892553,-0.3328491962516242,0.23581196046035546,5,Season 4
Bertholdt's father,4,5,Declaration of War,2021-01-10,1,-0.2315225185912798,0.7749504544785338,0.22788891200333183,64,Season 4
Boris Feulner,1,23,Smile - Assault on Stohess (1),2013-09-15,6,0.08953246738220709,-0.20022389931224321,-0.14779128233260708,3,Season 1
Carla Yeager,1,1,"To You, in 2000 Years - The Fall of Shiganshina (1)",2013-04-07,7,-0.23271341135329593,-0.143181991240666,0.07376205957556417,10,Season 1
Carla Yeager,1,22,The Defeated - The 57th Exterior Scouting Mission (6),2013-09-08,1,-0.23310192992892553,-0.3328491962516242,-0.8936648636093687,25,Season 1
Carla Yeager,3,11,Bystander,2018-10-07,4,-0.23310192992892553,-0.3328491962516242,-0.054557084673011846,42,Season 3
Carla Yeager,3,19,The Basement,2019-06-09,1,-0.23310192992892553,-0.3328491962516242,-0.8936648636093687,49,Season 3
Carla Yeager,4,20,Memories of the Future,2022-01-30,3,-0.23310192992892553,-0.3328491962516242,-0.5171725889194606,65,Season 4
Colt Grice,4,1,Other Side of the Sea,2020-12-06,5,-0.23310192992892553,-0.3328491962516242,-0.21707613064655745,66,Season 4
Colt Grice,4,2,Midnight Train,2020-12-13,5,-0.23247016539386725,0.11027066404043903,1.3501735599346048,67,Season 4
Colt Grice,4,6,The War Hammer Titan,2021-01-17,2,-0.23310192992892553,-0.3328491962516242,-0.8897033393808569,68,Season 4
Colt Grice,4,8,Assassin's Bullet,2021-01-31,1,-0.23310192992892553,-0.3328491962516242,-0.8936648636093687,69,Season 4
Colt Grice,4,11,Impostors,2021-02-21,1,-0.23310192992892553,-0.3328491962516242,0.22788891200333183,70,Season 4
Colt Grice,4,17,Judgement,2022-01-09,2,-0.23310192992892553,-0.3328491962516242,-0.8936648636093687,57,Season 4
Colt Grice,4,18,Sneak Attack,2022-01-16,2,-0.23082149254540252,0.10689237244147456,-0.8936648636093687,58,Season 4
Colt Grice,4,19,Two Brothers,2022-01-23,2,-0.23277559544859683,0.21487638604806195,0.7959797880012289,71,Season 4
Colt Grice,4,21,"From You, 2,000 Years Ago",2022-02-06,1,-0.23310192992892553,-0.3328491962516242,-0.8936648636093687,72,Season 4
Connie Springer,1,3,A Dim Light Amid Despair - Humanity's Comeback (1),2013-04-21,3,-0.2327218570316717,-0.2595589348027744,0.22514550830577368,12,Season 1
Connie Springer,1,4,The Night of the Closing Ceremony - Humanity's Comeback (2),2013-04-28,2,-0.23168920204986437,0.03917933078085942,-0.8916841014951128,1,Season 1
Connie Springer,1,6,The World the Girl Saw - The Struggle for Trost (2),2013-05-12,1,-0.2281018625159953,1.434562807518182,2.4789195116857567,14,Season 1
Connie Springer,1,7,Small Blade - The Struggle for Trost (3),2013-05-19,2,-0.23310192992892553,-0.3328491962516242,-0.32953551183998353,15,Season 1
Connie Springer,1,8,I Can Hear His Heartbeat - The Struggle for Trost (4),2013-05-26,4,-0.23173062760475108,0.320483573211397,0.23520290019487855,16,Season 1
Connie Springer,1,9,Whereabouts of His Left Arm - The Struggle for Trost (5),2013-06-02,1,-0.23310192992892553,-0.3328491962516242,1.3518789286779398,73,Season 1
Connie Springer,1,12,Wound - The Struggle for Trost (8),2013-06-23,1,-0.23310192992892553,-0.3328491962516242,0.2306323157008899,19,Season 1
Connie Springer,1,16,What Needs to Be Done Now - Eve of the Counterattack (3),2013-07-28,7,-0.2330826972345214,-0.16428517980865157,0.22767101440810267,2,Season 1
Connie Springer,1,18,Forest of Giant Trees - The 57th Exterior Scouting Mission (2),2013-08-11,1,-0.23310192992892553,-0.3328491962516242,0.22514550830577376,22,Season 1
Connie Springer,1,20,Erwin Smith - The 57th Exterior Scouting Mission (4),2013-08-25,1,-0.23310192992892553,-0.3328491962516242,-0.8936648636093687,23,Season 1
Connie Springer,2,2,I'm Home,2017-04-08,2,-0.23310192992892553,-0.3328491962516242,-0.8897033393808569,29,Season 2
Connie Springer,2,4,Soldier,2017-04-22,13,-0.23287654701460878,-0.02471738274381554,-0.28794652422288214,61,Season 2
Connie Springer,2,5,Historia,2017-04-29,3,-0.23319328773436918,0.02818502990457128,-0.5180870568186466,30,Season 2
Connie Springer,2,8,The Hunters,2017-05-20,1,-0.23310192992892553,-0.3328491962516242,1.347917404449428,32,Season 2
Connie Springer,2,10,Children,2017-06-03,2,1.7020902242843436,0.050518460304390174,1.357365736073056,62,Season 2
Connie Springer,2,11,Charge,2017-06-10,6,-0.23310192992892553,-0.3328491962516242,0.6059559086305113,34,Season 2
Connie Springer,3,1,Smoke Signal,2018-07-22,5,-0.23287388619057323,-0.2888750393823143,-0.44339731114575365,36,Season 3
Connie Springer,3,8,Outside the Walls of Orvud District,2018-09-09,1,-0.23310192992892553,-0.3328491962516242,0.22788891200333183,40,Season 3
Connie Springer,3,11,Bystander,2018-10-07,4,-0.23334201071175423,-0.041470313255049504,-0.0518136809754538,42,Season 3
Connie Springer,3,15,Descent,2019-05-12,1,3.638422597189374,0.653756901206954,1.3601091397706142,46,Season 3
Connie Springer,4,8,Assassin's Bullet,2021-01-31,4,-0.23310192992892553,-0.3328491962516242,-0.3322021248786289,69,Season 4
Connie Springer,4,9,Brave Volunteers,2021-02-07,3,0.4118169613138137,0.15161093024289182,1.350660808146986,54,Season 4
Connie Springer,4,13,Children of the Forest,2021-03-07,1,-0.23310192992892553,-0.3328491962516242,-0.8936648636093687,74,Season 4
Connie Springer,4,16,Heaven and Earth,2021-03-28,3,-0.23234178413441786,-0.1862686733539246,-0.5188991371726158,56,Season 4
Connie Springer,4,17,Judgement,2022-01-09,1,3.636056777906663,0.9708796042581865,2.4734327042906403,57,Season 4
Connie Springer,4,18,Sneak Attack,2022-01-16,1,-0.23310192992892553,-0.3328491962516242,0.2330685567627974,58,Season 4
Connie Springer,4,22,Thaw,2022-02-13,1,-0.23310192992892553,-0.3328491962516242,1.3506608081469862,59,Season 4
Connie Springer,4,23,Sunset,2022-02-20,1,-0.2315225185912798,0.7749504544785338,0.233375719398448,6,Season 4
Connie Springer,4,24,Pride,2022-02-27,8,-0.23310192992892553,-0.3328491962516242,-0.6111433925255685,60,Season 4
Connie Springer,4,26,Traitor,2022-03-13,1,-0.23217759539927374,1.4009987442142628,0.2306323157008899,8,Season 4
Daz,4,26,Traitor,2022-03-13,1,-0.23310192992892553,-0.3328491962516242,0.23185043623184365,8,Season 4
Dieter Ness,1,18,Forest of Giant Trees - The 57th Exterior Scouting Mission (2),2013-08-11,2,-0.23211490759481052,0.20526047505768838,-0.3289264515745066,22,Season 1
Dieter Ness,1,22,The Defeated - The 57th Exterior Scouting Mission (6),2013-09-08,3,-0.23336596776764532,0.05635068007171664,0.23540592028337093,25,Season 1
Dimo Reeves,1,6,The World the Girl Saw - The Struggle for Trost (2),2013-05-12,2,-0.23281828639819102,0.5933085219202276,0.7978069687976594,14,Season 1
Dimo Reeves,3,1,Smoke Signal,2018-07-22,2,-0.23250976042922195,-0.07168943762485115,-0.8936648636093687,36,Season 3
Dimo Reeves,3,2,Pain,2018-07-29,10,-0.2331405411047361,-0.07539210703043261,-0.3297494726837741,37,Season 3
Dina Fritz,3,20,That Day,2019-06-16,4,0.25124455545615604,0.1944603653056655,0.23086005517471575,50,Season 3
Dina Fritz,4,15,Sole Salvation,2021-03-21,3,-0.23204898903716173,0.40568390423514783,0.9759974692554502,75,Season 4
Dita Ness,1,16,What Needs to Be Done Now - Eve of the Counterattack (3),2013-07-28,2,-0.23310192992892553,-0.3328491962516242,-0.8916841014951128,2,Season 1
Dita Ness,1,17,Female Titan - The 57th Exterior Scouting Mission (1),2013-08-04,5,-0.23287388619057323,-0.2888750393823143,-0.8883009212685128,21,Season 1
Dita Ness,1,18,Forest of Giant Trees - The 57th Exterior Scouting Mission (2),2013-08-11,1,-0.23310192992892553,-0.3328491962516242,0.2330685567627974,22,Season 1
Dot Pixis,1,5,First Battle - The Struggle for Trost (1),2013-05-05,2,-0.2327070770945141,-0.05589928356908466,-0.3281638099912044,13,Season 1
Dot Pixis,1,10,Response - The Struggle for Trost (6),2013-06-09,8,0.7348053750847849,0.22369821456575867,-0.4727776676218677,17,Season 1
Dot Pixis,1,11,Idol - The Struggle for Trost (7),2013-06-16,11,0.1192432131161226,0.9128782367282984,0.02964944641564865,18,Season 1
Dot Pixis,1,12,Wound - The Struggle for Trost (8),2013-06-23,5,-0.2304714673536773,1.5747269523240677,0.4583559143124303,19,Season 1
Dot Pixis,1,13,Primal Desire - The Struggle for Trost (9),2013-06-30,1,-0.23076727536754915,3.4945267255818484,1.364070663999126,76,Season 1
Dot Pixis,1,14,Can't Look Into His Eyes - Eve of the Counterattack (1),2013-07-14,3,-0.23310192992892553,-0.3328491962516242,0.22778652445811495,20,Season 1
Dot Pixis,2,2,I'm Home,2017-04-08,2,-0.2327070770945141,-0.05589928356908466,-0.8796459474917521,29,Season 2
Dot Pixis,2,8,The Hunters,2017-05-20,5,-0.23264584245222092,-0.24490088251300443,-0.44534840999760933,32,Season 2
Dot Pixis,2,12,Scream,2017-06-17,1,-0.23310192992892553,-0.3328491962516242,0.22910703253428558,35,Season 2
Dot Pixis,3,3,Old Story,2018-08-05,6,0.7349987493949633,0.28920449001725296,-0.14449001214218052,77,Season 3
Dot Pixis,3,4,Trust,2018-08-12,3,-0.23310192992892553,-0.3328491962516242,0.6055993072241936,78,Season 3
Dot Pixis,3,5,Reply,2018-08-19,16,-0.11146551121907523,0.5268351724272686,0.8606668822408192,79,Season 3
Dot Pixis,3,6,Sin,2018-08-26,7,0.04616556487920622,0.7795181767823487,0.7095989191495924,38,Season 3
Dot Pixis,3,12,Night of the Battle to Retake the Wall,2018-10-14,1,-0.23310192992892553,-0.3328491962516242,0.2330685567627974,43,Season 3
Dot Pixis,4,9,Brave Volunteers,2021-02-07,1,-0.23261678804515795,0.5130698778306544,1.354622332375498,54,Season 4
Dot Pixis,4,11,Impostors,2021-02-21,1,-0.23358209149458295,0.24990856974152514,-0.8936648636093687,70,Season 4
Dot Pixis,4,16,Heaven and Earth,2021-03-28,9,1.2720714684459786,0.2670600062472701,1.0995976999902362,56,Season 4
Dot Pixis,4,18,Sneak Attack,2022-01-16,2,-0.23174211491422192,0.3309860212867295,0.792627324038194,58,Season 4
Eld Jinn,1,15,Special Operations Squad - Eve of the Counterattack (2),2013-07-21,4,-0.23300323501230827,-0.2893225698138287,-0.6125905687818041,80,Season 1
Eld Jinn,1,16,What Needs to Be Done Now - Eve of the Counterattack (3),2013-07-28,2,-0.232904540095691,-0.2457959433760332,-0.3342596776517975,2,Season 1
Eld Jinn,1,19,Bite - The 57th Exterior Scouting Mission (3),2013-08-18,6,0.08946669516044307,-0.1949605146269877,0.04243561712660286,81,Season 1
Eld Jinn,1,20,Erwin Smith - The 57th Exterior Scouting Mission (4),2013-08-25,6,-0.23270712587314235,-0.12446155485665632,0.228700992357301,23,Season 1
Eld Jinn,1,21,Crushing Blow - The 57th Exterior Scouting Mission (5),2013-09-01,4,-0.23252950105855608,0.5532866143427069,1.080329756132916,24,Season 1
Eren Yeager,1,1,"To You, in 2000 Years - The Fall of Shiganshina (1)",2013-04-07,16,-0.23210474073285262,0.15634876509379408,0.5118006244749113,10,Season 1
Eren Yeager,1,2,That Day - The Fall of Shiganshina (2),2013-04-14,8,0.251671854776635,0.5178101929603486,1.0741200187354099,11,Season 1
Eren Yeager,1,3,A Dim Light Amid Despair - Humanity's Comeback (1),2013-04-21,16,-0.23289972603630685,-0.14755713756972585,0.01919702039855525,12,Season 1
Eren Yeager,1,4,The Night of the Closing Ceremony - Humanity's Comeback (2),2013-04-28,14,-0.2328394688626553,-0.05766335301633978,-0.1697493390857704,1,Season 1
Eren Yeager,1,5,First Battle - The Struggle for Trost (1),2013-05-05,6,0.09023573654820873,0.5972655726575375,0.7957255741401281,13,Season 1
Eren Yeager,1,6,The World the Girl Saw - The Struggle for Trost (2),2013-05-12,4,1.7027590285468417,0.20398047891546045,-0.3289264515745066,14,Season 1
Eren Yeager,1,9,Whereabouts of His Left Arm - The Struggle for Trost (5),2013-06-02,3,-0.23257545948304362,0.036417353991761825,1.3537078644763119,73,Season 1
Eren Yeager,1,10,Response - The Struggle for Trost (6),2013-06-09,19,-0.029346529037980785,-0.19614681874519274,-0.5371803066185538,17,Season 1
Eren Yeager,1,11,Idol - The Struggle for Trost (7),2013-06-16,5,-0.23310192992892553,-0.3328491962516242,-0.21908655602321353,18,Season 1
Eren Yeager,1,12,Wound - The Struggle for Trost (8),2013-06-23,2,-0.23231222426010267,0.22105062911345483,0.23520290019487866,19,Season 1
Eren Yeager,1,13,Primal Desire - The Struggle for Trost (9),2013-06-30,3,-0.23193215136284884,0.2943408905623046,0.23540592028337093,76,Season 1
Eren Yeager,1,14,Can't Look Into His Eyes - Eve of the Counterattack (1),2013-07-14,6,1.3806181789867378,0.39183172109641445,0.41674410961376274,20,Season 1
Eren Yeager,1,15,Special Operations Squad - Eve of the Counterattack (2),2013-07-21,12,-0.2329082167879948,-0.2710000044516162,0.22837086533825834,80,Season 1
Eren Yeager,1,16,What Needs to Be Done Now - Eve of the Counterattack (3),2013-07-28,3,-0.23310192992892553,-0.3328491962516242,-0.8936648636093687,2,Season 1
Eren Yeager,1,18,Forest of Giant Trees - The 57th Exterior Scouting Mission (2),2013-08-11,2,-0.23310192992892553,-0.3328491962516242,-0.8916841014951128,22,Season 1
Eren Yeager,1,19,Bite - The 57th Exterior Scouting Mission (3),2013-08-18,7,-0.23300586041293536,0.47866017364947283,-0.4080357083237394,81,Season 1
Eren Yeager,1,20,Erwin Smith - The 57th Exterior Scouting Mission (4),2013-08-25,3,-0.2328386947059846,-0.14821592112993115,0.606210122491612,23,Season 1
Eren Yeager,1,21,Crushing Blow - The 57th Exterior Scouting Mission (5),2013-09-01,4,0.7344065189219745,-0.05765810771898455,-0.046175924765424446,24,Season 1
Eren Yeager,1,22,The Defeated - The 57th Exterior Scouting Mission (6),2013-09-08,1,-0.23310192992892553,-0.3328491962516242,-0.8936648636093687,25,Season 1
Eren Yeager,1,23,Smile - Assault on Stohess (1),2013-09-15,5,0.15382247904455223,-0.27816274337507624,0.0035781568807917276,3,Season 1
Eren Yeager,1,24,Mercy - Assault on Stohess (2),2013-09-22,3,-0.23323896663709098,0.20870214298266904,-0.5180870568186466,26,Season 1
Eren Yeager,1,25,Wall: Raid on Stohess District (3),2013-09-29,5,-0.23286503286186716,-0.18724793002837198,-0.21859930781083203,27,Season 1
Eren Yeager,2,2,I'm Home,2017-04-08,5,-0.23208418052175037,0.26502478598276474,0.00881923416738739,29,Season 2
Eren Yeager,2,5,Historia,2017-04-29,3,-0.23314760883164734,-0.15233208317352642,-0.5139207574997011,30,Season 2
Eren Yeager,2,6,Warrior,2017-05-06,5,-0.23310192992892553,-0.3328491962516242,0.22861978432190408,31,Season 2
Eren Yeager,2,7,Close Combat,2017-05-13,14,0.7348387713015317,-0.01033800244878031,0.1504547590200827,4,Season 2
Eren Yeager,2,8,The Hunters,2017-05-20,1,-0.23310192992892553,-0.3328491962516242,-0.8936648636093687,32,Season 2
Eren Yeager,2,9,Opening,2017-05-27,17,0.9052383350960466,-0.07548284891077492,0.3623094122716129,33,Season 2
Eren Yeager,2,10,Children,2017-06-03,3,-0.23310192992892553,-0.3328491962516242,0.2313420085096422,62,Season 2
Eren Yeager,2,12,Scream,2017-06-17,4,-0.2331361891059669,-0.19746136144305088,0.2308600551747157,35,Season 2
Eren Yeager,3,1,Smoke Signal,2018-07-22,5,-0.23287388619057323,-0.2888750393823143,-0.2202453500293669,36,Season 3
Eren Yeager,3,6,Sin,2018-08-26,2,-0.23310192992892553,-0.3328491962516242,-0.8936648636093687,38,Season 3
Eren Yeager,3,7,Wish,2018-09-02,3,0.4117720850268707,-0.24170510812404428,0.23144439605485911,39,Season 3
Eren Yeager,3,8,Outside the Walls of Orvud District,2018-09-09,4,-0.23277559544859683,0.21487638604806203,-0.6116001877246761,40,Season 3
Eren Yeager,3,9,Ruler of the Walls,2018-09-16,7,-0.23302826817856953,-0.09899169570395766,-0.08876751687620704,41,Season 3
Eren Yeager,3,11,Bystander,2018-10-07,6,-0.2327957375462673,-0.02893961363235195,-0.3313644476383556,42,Season 3
Eren Yeager,3,12,Night of the Battle to Retake the Wall,2018-10-14,6,0.41239255369570454,0.10647698498554739,0.04202957694961832,43,Season 3
Eren Yeager,3,13,The Town Where Everything Began,2019-04-28,7,-0.23248778116220367,0.015075101720785173,0.39259445583263824,44,Season 3
Eren Yeager,3,14,Thunder Spears,2019-05-05,1,-0.2315225185912798,0.7749504544785338,1.3534042118445442,45,Season 3
Eren Yeager,3,15,Descent,2019-05-12,4,-0.23310192992892553,-0.3328491962516242,-0.6079431936289027,46,Season 3
Eren Yeager,3,16,Perfect Game,2019-05-19,2,0.734976591683884,8.555809886113541e-4,-0.3255739876114717,47,Season 3
